Order ID,Order Date,Delivery Date,Store ID,Store Type,Region,City,State,Postal Code,Customer ID,Customer Name,Loyalty Member,Transaction Channel,Payment Method,Product ID,Category,Sub-Category,Product Name,Quantity,Unit Price,Sales,Discount,Profit,Supplier
OR-102482,2024-01-28,2024-01-31,ST-503,Convenience,North,Philadelphia,State Philadelphia,49974,CU-29391,Customer 1299,Yes,In-Store,Debit Card,PR-600038,Electronics,Small Appliances,Small Appliances Item 398,7,88.82,621.74,0.15,106.33,Supplier A
OR-102483,2024-01-31,2024-01-31,ST-224,Convenience,Central,Phoenix,State Phoenix,75283,CU-34616,Customer 337,Yes,Click & Collect,Cash,PR-377689,Household,Cookware,Cookware Item 174,4,74.46,297.84,0.1,61.45,Distributor X
OR-102484,2024-10-26,2024-10-26,ST-427,Supercenter,East,Phoenix,State Phoenix,23698,CU-78175,Customer 1031,No,Online,Debit Card,PR-949443,Pharmacy,First Aid,First Aid Item 347,2,89.77,179.54,0.05,27.1,Distributor X
OR-102485,2023-04-07,2023-04-08,ST-283,Convenience,East,Chicago,State Chicago,18354,CU-68510,Customer 1487,Yes,In-Store,Mobile Wallet,PR-935451,Personal Care,Hair Care,Hair Care Item 479,5,98.26,491.3,0.0,86.58,Supplier B
OR-102486,2024-01-17,2024-01-21,ST-869,Neighborhood,West,New York,State New,39317,CU-49724,Customer 631,No,In-Store,Debit Card,PR-558958,Groceries,Fresh Produce,Fresh Produce Item 25,7,65.72,460.04,0.0,43.0,Distributor X
OR-102487,2024-01-22,2024-01-23,ST-747,Supercenter,East,Los Angeles,State Los,96300,CU-98014,Customer 648,No,Online,Debit Card,PR-799299,Electronics,Gadgets,Gadgets Item 322,4,81.63,326.52,0.05,12.17,Supplier B
OR-102488,2023-12-23,2023-12-24,ST-494,Supercenter,South,Chicago,State Chicago,51280,CU-57089,Customer 697,Yes,In-Store,Mobile Wallet,PR-549141,Groceries,Beverages,Beverages Item 132,3,121.35,364.05,0.0,72.41,Supplier A
OR-102489,2024-09-16,2024-09-20,ST-680,Neighborhood,East,San Diego,State San,99968,CU-30957,Customer 1824,Yes,In-Store,Credit Card,PR-410130,Pharmacy,First Aid,First Aid Item 349,3,24.1,72.3,0.2,6.46,Supplier A
OR-102490,2023-05-24,2023-05-26,ST-921,Supercenter,West,Los Angeles,State Los,45793,CU-46276,Customer 195,No,In-Store,Mobile Wallet,PR-681585,Pharmacy,OTC Medicines,OTC Medicines Item 290,1,137.17,137.17,0.0,22.65,Local Farm
OR-102491,2024-02-15,2024-02-21,ST-943,Express,Central,San Diego,State San,38786,CU-74790,Customer 996,Yes,In-Store,Debit Card,PR-631512,Electronics,Gadgets,Gadgets Item 131,2,112.96,225.92,0.0,23.59,Local Farm
OR-102492,2024-01-30,2024-01-31,ST-302,Supercenter,Central,Los Angeles,State Los,71700,CU-78176,Customer 955,Yes,In-Store,Mobile Wallet,PR-269477,Household,Paper Products,Paper Products Item 35,3,127.9,383.7,0.0,94.41,Local Farm
OR-102493,2023-01-29,2023-01-31,ST-518,Supercenter,West,Houston,State Houston,74723,CU-59916,Customer 1701,No,Click & Collect,Cash,PR-645301,Personal Care,Hair Care,Hair Care Item 450,4,127.47,509.88,0.0,24.11,Distributor X
OR-102494,2024-05-23,2024-05-28,ST-772,Convenience,Central,Los Angeles,State Los,53415,CU-42723,Customer 439,No,Online,Mobile Wallet,PR-607047,Groceries,Frozen,Frozen Item 358,2,139.76,279.52,0.0,9.59,Local Farm
OR-102495,2023-09-18,2023-09-24,ST-266,Supercenter,North,San Antonio,State San,80289,CU-83406,Customer 1343,No,In-Store,Debit Card,PR-876029,Household,Paper Products,Paper Products Item 52,5,141.7,708.5,0.0,143.61,Supplier A
OR-102496,2024-10-16,2024-10-21,ST-398,Supercenter,Central,Los Angeles,State Los,28703,CU-65572,Customer 816,No,In-Store,Cash,PR-236627,Electronics,Gadgets,Gadgets Item 432,4,35.3,141.2,0.0,23.44,Supplier B
OR-102497,2023-09-22,2023-09-22,ST-218,Supercenter,Central,Los Angeles,State Los,99861,CU-60921,Customer 794,Yes,In-Store,Mobile Wallet,PR-456000,Pharmacy,Vitamins,Vitamins Item 351,9,75.64,680.76,0.0,127.07,Local Farm
OR-102498,2023-03-05,2023-03-11,ST-696,Neighborhood,East,New York,State New,62449,CU-43461,Customer 548,No,In-Store,Cash,PR-610500,Electronics,Gadgets,Gadgets Item 136,9,92.97,836.73,0.1,130.35,Supplier B
OR-102499,2023-06-23,2023-06-29,ST-733,Convenience,South,San Antonio,State San,59277,CU-90765,Customer 204,No,In-Store,Debit Card,PR-672843,Personal Care,Skincare,Skincare Item 5,9,117.25,1055.25,0.0,249.91,Distributor X
OR-102500,2024-10-07,2024-10-07,ST-466,Supercenter,West,Philadelphia,State Philadelphia,82522,CU-60710,Customer 1439,No,Online,Cash,PR-301311,Electronics,Batteries,Batteries Item 106,8,136.83,1094.64,0.1,71.14,Supplier A
OR-102501,2023-05-10,2023-05-14,ST-731,Supercenter,Central,Chicago,State Chicago,96276,CU-39285,Customer 1519,No,In-Store,Debit Card,PR-496423,Groceries,Bakery,Bakery Item 419,9,77.74,699.66,0.05,87.82,Supplier C
OR-102502,2024-02-18,2024-02-19,ST-749,Neighborhood,South,New York,State New,15504,CU-45282,Customer 189,No,In-Store,Credit Card,PR-229976,Personal Care,Toiletries,Toiletries Item 258,1,75.28,75.28,0.0,15.63,Distributor X
OR-102503,2024-10-20,2024-10-26,ST-397,Neighborhood,South,Chicago,State Chicago,27475,CU-44429,Customer 883,No,In-Store,Mobile Wallet,PR-782656,Pharmacy,OTC Medicines,OTC Medicines Item 60,8,126.26,1010.08,0.1,98.54,Local Farm
OR-102504,2023-12-05,2023-12-08,ST-843,Supercenter,Central,Phoenix,State Phoenix,87988,CU-47903,Customer 1307,No,In-Store,Credit Card,PR-210258,Household,Plasticware,Plasticware Item 242,7,133.84,936.88,0.0,43.95,Supplier A
OR-102505,2023-01-09,2023-01-15,ST-530,Supercenter,North,San Antonio,State San,94037,CU-94756,Customer 170,Yes,Online,Debit Card,PR-194209,Groceries,Fresh Produce,Fresh Produce Item 354,8,104.53,836.24,0.0,180.66,Supplier B
OR-102506,2023-01-14,2023-01-19,ST-674,Supercenter,South,San Antonio,State San,23055,CU-39477,Customer 914,No,In-Store,Cash,PR-520525,Personal Care,Hair Care,Hair Care Item 22,2,99.66,199.32,0.0,12.36,Supplier B
OR-102507,2023-01-01,2023-01-01,ST-285,Supercenter,South,San Diego,State San,55694,CU-65417,Customer 441,No,Online,Credit Card,PR-992025,Pharmacy,Vitamins,Vitamins Item 233,5,28.5,142.5,0.0,18.44,Supplier B
OR-102508,2024-07-10,2024-07-13,ST-689,Supercenter,West,San Antonio,State San,37932,CU-52786,Customer 895,Yes,In-Store,Debit Card,PR-677659,Electronics,Gadgets,Gadgets Item 284,7,61.95,433.65,0.0,94.51,Local Farm
OR-102509,2024-07-08,2024-07-10,ST-163,Supercenter,East,Los Angeles,State Los,95490,CU-89240,Customer 1699,Yes,In-Store,Cash,PR-668952,Household,Cleaning Supplies,Cleaning Supplies Item 457,1,136.98,136.98,0.0,16.85,Local Farm
OR-102510,2023-10-21,2023-10-23,ST-835,Neighborhood,North,San Antonio,State San,15514,CU-78425,Customer 1634,No,In-Store,Credit Card,PR-568580,Personal Care,Hair Care,Hair Care Item 446,1,149.04,149.04,0.0,33.04,Supplier B
OR-102511,2023-04-21,2023-04-26,ST-931,Supercenter,South,Philadelphia,State Philadelphia,36943,CU-21573,Customer 113,No,In-Store,Credit Card,PR-792398,Electronics,Batteries,Batteries Item 390,3,3.15,9.45,0.15,0.66,Supplier A
OR-102512,2023-10-19,2023-10-21,ST-279,Supercenter,Central,New York,State New,30300,CU-57733,Customer 818,No,In-Store,Debit Card,PR-475891,Electronics,Batteries,Batteries Item 255,7,95.52,668.64,0.0,51.8,Supplier A
OR-102513,2024-07-09,2024-07-12,ST-105,Supercenter,Central,Los Angeles,State Los,91129,CU-25733,Customer 731,No,In-Store,Cash,PR-411092,Groceries,Beverages,Beverages Item 410,6,129.11,774.66,0.0,116.21,Local Farm
OR-102514,2024-08-07,2024-08-09,ST-276,Express,North,New York,State New,85040,CU-63192,Customer 27,Yes,In-Store,Mobile Wallet,PR-981214,Personal Care,Hair Care,Hair Care Item 450,6,2.17,13.02,0.05,2.43,Local Farm
OR-102515,2023-05-17,2023-05-19,ST-902,Supercenter,Central,Chicago,State Chicago,96280,CU-91519,Customer 1776,No,In-Store,Cash,PR-543955,Household,Cookware,Cookware Item 238,7,113.82,796.74,0.05,104.76,Supplier A
OR-102516,2024-02-07,2024-02-09,ST-473,Neighborhood,South,San Diego,State San,39533,CU-11194,Customer 344,Yes,In-Store,Mobile Wallet,PR-341964,Electronics,Gadgets,Gadgets Item 218,2,85.5,171.0,0.0,14.88,Supplier A
OR-102517,2024-01-18,2024-01-24,ST-372,Supercenter,South,Chicago,State Chicago,11250,CU-57068,Customer 502,No,In-Store,Mobile Wallet,PR-274420,Household,Paper Products,Paper Products Item 273,2,75.26,150.52,0.2,5.43,Local Farm
OR-102518,2023-02-02,2023-02-04,ST-506,Convenience,South,San Diego,State San,19049,CU-71572,Customer 96,No,In-Store,Debit Card,PR-897460,Pharmacy,First Aid,First Aid Item 203,6,98.55,591.3,0.05,40.21,Supplier C
OR-102519,2024-05-21,2024-05-26,ST-496,Convenience,South,San Diego,State San,41572,CU-73215,Customer 301,Yes,Online,Mobile Wallet,PR-199692,Pharmacy,First Aid,First Aid Item 326,6,147.05,882.3,0.15,165.35,Supplier A
OR-102520,2024-09-27,2024-09-28,ST-709,Convenience,South,Phoenix,State Phoenix,23157,CU-22645,Customer 186,No,In-Store,Debit Card,PR-247345,Personal Care,Skincare,Skincare Item 499,9,42.72,384.48,0.05,50.11,Local Farm
OR-102521,2024-01-23,2024-01-29,ST-151,Convenience,South,San Antonio,State San,52821,CU-80658,Customer 77,No,In-Store,Mobile Wallet,PR-647423,Electronics,Gadgets,Gadgets Item 468,9,8.03,72.27,0.0,2.15,Distributor X
OR-102522,2024-03-04,2024-03-09,ST-239,Supercenter,South,Houston,State Houston,77621,CU-92340,Customer 1730,Yes,In-Store,Credit Card,PR-585105,Personal Care,Oral Care,Oral Care Item 207,4,65.59,262.36,0.0,57.39,Distributor X
OR-102523,2024-10-11,2024-10-15,ST-279,Convenience,North,San Antonio,State San,20446,CU-17282,Customer 1050,No,In-Store,Credit Card,PR-719778,Personal Care,Oral Care,Oral Care Item 435,2,13.62,27.24,0.0,4.17,Distributor X
OR-102524,2024-10-15,2024-10-20,ST-447,Supercenter,East,Chicago,State Chicago,24113,CU-67414,Customer 1506,Yes,In-Store,Credit Card,PR-952869,Groceries,Fresh Produce,Fresh Produce Item 152,2,45.39,90.78,0.05,3.87,Distributor X
OR-102525,2024-05-27,2024-06-02,ST-634,Express,West,San Diego,State San,10814,CU-92278,Customer 1501,Yes,In-Store,Debit Card,PR-245611,Household,Plasticware,Plasticware Item 323,9,10.35,93.15,0.0,9.45,Local Farm
OR-102526,2024-05-28,2024-06-01,ST-346,Neighborhood,Central,Phoenix,State Phoenix,10067,CU-18226,Customer 786,No,In-Store,Debit Card,PR-669951,Household,Cleaning Supplies,Cleaning Supplies Item 304,5,50.38,251.9,0.0,50.92,Supplier C
OR-102527,2023-03-11,2023-03-13,ST-647,Supercenter,West,Chicago,State Chicago,97819,CU-97387,Customer 915,No,In-Store,Mobile Wallet,PR-949879,Personal Care,Skincare,Skincare Item 462,5,9.55,47.75,0.05,4.86,Local Farm
OR-102528,2023-08-11,2023-08-14,ST-862,Supercenter,South,Phoenix,State Phoenix,16139,CU-54398,Customer 1170,No,In-Store,Debit Card,PR-867416,Household,Paper Products,Paper Products Item 419,9,53.97,485.73,0.0,34.58,Supplier C
OR-102529,2024-10-10,2024-10-15,ST-836,Express,West,Philadelphia,State Philadelphia,58145,CU-66968,Customer 1731,No,In-Store,Credit Card,PR-413558,Pharmacy,First Aid,First Aid Item 50,2,19.6,39.2,0.0,9.51,Distributor X
OR-102530,2023-12-31,2024-01-01,ST-658,Convenience,South,Los Angeles,State Los,75056,CU-24360,Customer 1749,No,In-Store,Debit Card,PR-525173,Groceries,Fresh Produce,Fresh Produce Item 268,7,67.27,470.89,0.15,94.88,Local Farm
OR-102531,2024-09-21,2024-09-22,ST-407,Neighborhood,North,Philadelphia,State Philadelphia,73598,CU-66659,Customer 1104,No,Click & Collect,Cash,PR-436284,Household,Plasticware,Plasticware Item 494,3,138.98,416.94,0.0,92.32,Distributor X
OR-102532,2023-02-10,2023-02-12,ST-765,Supercenter,North,San Antonio,State San,15931,CU-17153,Customer 182,No,In-Store,Cash,PR-214329,Personal Care,Skincare,Skincare Item 146,8,3.43,27.44,0.0,2.38,Supplier B
OR-102533,2023-02-15,2023-02-17,ST-389,Express,Central,Los Angeles,State Los,87906,CU-61380,Customer 1339,No,Online,Mobile Wallet,PR-442273,Pharmacy,Vitamins,Vitamins Item 480,5,28.43,142.15,0.2,17.52,Local Farm
OR-102534,2023-01-19,2023-01-20,ST-742,Express,South,San Antonio,State San,76352,CU-68889,Customer 379,No,In-Store,Debit Card,PR-855855,Pharmacy,Vitamins,Vitamins Item 219,3,124.17,372.51,0.05,15.18,Local Farm
OR-102535,2023-06-02,2023-06-02,ST-655,Supercenter,South,Chicago,State Chicago,86326,CU-63044,Customer 753,No,In-Store,Cash,PR-792321,Personal Care,Toiletries,Toiletries Item 353,3,81.95,245.85,0.0,35.55,Supplier B
OR-102536,2023-07-29,2023-07-31,ST-106,Convenience,South,Phoenix,State Phoenix,70989,CU-28330,Customer 955,No,In-Store,Credit Card,PR-431748,Personal Care,Skincare,Skincare Item 273,5,56.41,282.05,0.0,5.86,Distributor X
OR-102537,2023-03-02,2023-03-06,ST-964,Supercenter,North,Los Angeles,State Los,41892,CU-46813,Customer 1737,Yes,In-Store,Cash,PR-861322,Personal Care,Hair Care,Hair Care Item 430,1,96.8,96.8,0.1,16.4,Local Farm
OR-102538,2024-03-10,2024-03-14,ST-680,Convenience,South,New York,State New,43348,CU-93631,Customer 790,Yes,In-Store,Debit Card,PR-272383,Household,Paper Products,Paper Products Item 317,8,42.37,338.96,0.0,16.41,Supplier B
OR-102539,2023-08-20,2023-08-23,ST-378,Express,East,Chicago,State Chicago,67657,CU-79850,Customer 697,Yes,Online,Cash,PR-868922,Personal Care,Skincare,Skincare Item 237,2,17.26,34.52,0.05,1.19,Distributor X
OR-102540,2024-02-12,2024-02-12,ST-137,Neighborhood,East,New York,State New,86598,CU-28476,Customer 1383,No,In-Store,Cash,PR-866771,Personal Care,Skincare,Skincare Item 360,4,59.76,239.04,0.0,40.7,Distributor X
OR-102541,2024-07-03,2024-07-08,ST-824,Supercenter,Central,San Antonio,State San,74791,CU-68028,Customer 797,No,In-Store,Debit Card,PR-927760,Personal Care,Hair Care,Hair Care Item 357,1,97.29,97.29,0.0,3.96,Local Farm
OR-102542,2023-06-28,2023-07-01,ST-630,Supercenter,North,New York,State New,10958,CU-69755,Customer 1921,Yes,In-Store,Credit Card,PR-448831,Groceries,Fresh Produce,Fresh Produce Item 22,4,76.32,305.28,0.0,28.21,Supplier A
OR-102543,2023-07-09,2023-07-15,ST-975,Convenience,West,Los Angeles,State Los,83582,CU-87422,Customer 1082,No,In-Store,Credit Card,PR-761961,Personal Care,Skincare,Skincare Item 476,6,82.9,497.4,0.15,61.45,Local Farm
OR-102544,2023-08-17,2023-08-21,ST-802,Supercenter,West,Chicago,State Chicago,54569,CU-40450,Customer 294,No,In-Store,Cash,PR-324090,Household,Cookware,Cookware Item 432,9,147.89,1331.01,0.0,294.37,Distributor X
OR-102545,2024-02-15,2024-02-19,ST-549,Convenience,East,Philadelphia,State Philadelphia,75886,CU-98607,Customer 710,No,Online,Cash,PR-539734,Personal Care,Hair Care,Hair Care Item 235,1,46.78,46.78,0.05,7.61,Local Farm
OR-102546,2024-09-22,2024-09-28,ST-541,Supercenter,Central,Phoenix,State Phoenix,83189,CU-19460,Customer 79,No,In-Store,Credit Card,PR-149512,Electronics,Batteries,Batteries Item 287,4,132.86,531.44,0.0,72.26,Supplier A
OR-102547,2024-03-18,2024-03-22,ST-573,Neighborhood,East,Chicago,State Chicago,48451,CU-72124,Customer 606,No,Online,Cash,PR-506885,Electronics,Gadgets,Gadgets Item 175,4,103.86,415.44,0.1,93.01,Local Farm
OR-102548,2023-11-24,2023-11-27,ST-522,Convenience,East,Los Angeles,State Los,70928,CU-11490,Customer 247,Yes,In-Store,Credit Card,PR-218888,Pharmacy,Vitamins,Vitamins Item 466,6,60.75,364.5,0.0,16.27,Supplier C
OR-102549,2023-07-13,2023-07-19,ST-124,Express,South,Philadelphia,State Philadelphia,91617,CU-96672,Customer 1532,No,In-Store,Debit Card,PR-669389,Personal Care,Toiletries,Toiletries Item 359,9,132.03,1188.27,0.0,180.32,Distributor X
OR-102550,2023-07-09,2023-07-11,ST-210,Neighborhood,Central,Phoenix,State Phoenix,65941,CU-15674,Customer 1527,No,In-Store,Credit Card,PR-612522,Household,Cleaning Supplies,Cleaning Supplies Item 187,5,68.29,341.45,0.05,19.33,Supplier C
OR-102551,2024-08-06,2024-08-07,ST-278,Convenience,North,New York,State New,83775,CU-77651,Customer 1520,No,In-Store,Cash,PR-898359,Electronics,Batteries,Batteries Item 306,5,133.34,666.7,0.15,117.0,Supplier A
OR-102552,2023-03-31,2023-03-31,ST-803,Supercenter,North,New York,State New,95992,CU-93473,Customer 763,No,Online,Credit Card,PR-183117,Pharmacy,Vitamins,Vitamins Item 114,9,119.74,1077.66,0.0,121.2,Local Farm
OR-102553,2023-04-23,2023-04-26,ST-616,Supercenter,North,Philadelphia,State Philadelphia,64455,CU-81844,Customer 1537,No,In-Store,Mobile Wallet,PR-824415,Groceries,Fresh Produce,Fresh Produce Item 323,3,48.82,146.46,0.2,23.41,Supplier A
OR-102554,2024-10-24,2024-10-26,ST-630,Supercenter,West,San Antonio,State San,81652,CU-98024,Customer 1,No,In-Store,Mobile Wallet,PR-391754,Groceries,Bakery,Bakery Item 148,3,90.99,272.97,0.05,53.42,Supplier B
OR-102555,2023-03-07,2023-03-10,ST-861,Supercenter,East,Phoenix,State Phoenix,40798,CU-43434,Customer 1436,Yes,In-Store,Debit Card,PR-476285,Personal Care,Toiletries,Toiletries Item 463,9,90.3,812.7,0.0,45.18,Supplier A
OR-102556,2024-02-01,2024-02-03,ST-235,Express,North,Los Angeles,State Los,10608,CU-71178,Customer 30,No,In-Store,Credit Card,PR-739759,Groceries,Beverages,Beverages Item 410,7,74.61,522.27,0.0,59.71,Supplier C
OR-102557,2024-03-26,2024-03-31,ST-202,Supercenter,South,Chicago,State Chicago,31134,CU-69094,Customer 102,No,In-Store,Debit Card,PR-570133,Electronics,Gadgets,Gadgets Item 439,3,68.12,204.36,0.0,30.19,Distributor X
OR-102558,2024-09-24,2024-09-28,ST-493,Convenience,South,San Diego,State San,77726,CU-97926,Customer 240,Yes,Online,Debit Card,PR-687470,Pharmacy,First Aid,First Aid Item 375,6,107.89,647.34,0.1,101.01,Supplier C
OR-102559,2023-05-08,2023-05-10,ST-844,Supercenter,Central,Los Angeles,State Los,24294,CU-55795,Customer 1905,No,In-Store,Cash,PR-764564,Household,Paper Products,Paper Products Item 91,4,8.86,35.44,0.0,6.89,Supplier A
OR-102560,2024-07-10,2024-07-15,ST-449,Supercenter,Central,San Diego,State San,17658,CU-33399,Customer 1231,No,Click & Collect,Debit Card,PR-852780,Groceries,Fresh Produce,Fresh Produce Item 486,3,3.12,9.36,0.0,1.1,Supplier C
OR-102561,2024-07-04,2024-07-04,ST-848,Express,North,San Antonio,State San,79344,CU-15444,Customer 836,No,In-Store,Mobile Wallet,PR-670775,Household,Plasticware,Plasticware Item 54,1,116.64,116.64,0.0,26.01,Supplier B
OR-102562,2023-03-29,2023-04-02,ST-305,Supercenter,West,Phoenix,State Phoenix,61755,CU-84853,Customer 58,No,In-Store,Debit Card,PR-363709,Groceries,Bakery,Bakery Item 391,8,83.6,668.8,0.0,50.19,Local Farm
OR-102563,2023-08-30,2023-09-01,ST-708,Supercenter,West,Los Angeles,State Los,72402,CU-62225,Customer 229,Yes,In-Store,Credit Card,PR-768105,Personal Care,Skincare,Skincare Item 435,7,24.72,173.04,0.05,24.47,Supplier A
OR-102564,2023-04-12,2023-04-16,ST-692,Convenience,East,Philadelphia,State Philadelphia,97999,CU-10234,Customer 114,Yes,Online,Mobile Wallet,PR-182728,Electronics,Gadgets,Gadgets Item 478,6,24.88,149.28,0.0,12.92,Supplier C
OR-102565,2024-02-07,2024-02-08,ST-308,Supercenter,North,Los Angeles,State Los,44656,CU-64785,Customer 1665,Yes,Online,Credit Card,PR-560514,Electronics,Batteries,Batteries Item 67,5,55.31,276.55,0.2,50.06,Supplier A
OR-102566,2024-03-10,2024-03-11,ST-527,Convenience,North,New York,State New,81533,CU-64279,Customer 1954,Yes,Online,Mobile Wallet,PR-565538,Electronics,Gadgets,Gadgets Item 266,5,7.26,36.3,0.05,1.99,Local Farm
OR-102567,2023-02-16,2023-02-20,ST-528,Supercenter,Central,San Antonio,State San,95407,CU-16179,Customer 905,No,In-Store,Mobile Wallet,PR-475195,Personal Care,Oral Care,Oral Care Item 70,5,147.24,736.2,0.0,127.47,Supplier C
OR-102568,2023-05-04,2023-05-04,ST-590,Supercenter,East,Philadelphia,State Philadelphia,38412,CU-73150,Customer 1895,Yes,Online,Mobile Wallet,PR-989706,Household,Plasticware,Plasticware Item 413,2,3.37,6.74,0.0,0.61,Local Farm
OR-102569,2023-12-28,2023-12-30,ST-470,Supercenter,East,New York,State New,67771,CU-62201,Customer 909,No,Online,Cash,PR-373303,Electronics,Batteries,Batteries Item 406,2,88.92,177.84,0.15,35.8,Supplier A
OR-102570,2024-02-11,2024-02-11,ST-656,Supercenter,South,San Antonio,State San,93772,CU-68337,Customer 1997,No,In-Store,Cash,PR-561764,Electronics,Small Appliances,Small Appliances Item 267,2,87.2,174.4,0.15,17.31,Supplier A
OR-102571,2024-07-14,2024-07-19,ST-678,Supercenter,North,Los Angeles,State Los,64888,CU-19106,Customer 1719,No,In-Store,Debit Card,PR-778415,Personal Care,Hair Care,Hair Care Item 288,4,86.25,345.0,0.0,66.86,Supplier B
OR-102572,2023-09-09,2023-09-14,ST-849,Supercenter,South,Los Angeles,State Los,14592,CU-92267,Customer 845,Yes,In-Store,Debit Card,PR-613978,Personal Care,Oral Care,Oral Care Item 390,4,40.85,163.4,0.0,14.11,Distributor X
OR-102573,2024-02-23,2024-02-28,ST-758,Supercenter,East,Philadelphia,State Philadelphia,95242,CU-23791,Customer 1330,Yes,Click & Collect,Mobile Wallet,PR-651253,Pharmacy,Vitamins,Vitamins Item 51,3,74.18,222.54,0.0,43.42,Supplier B
OR-102574,2023-11-09,2023-11-15,ST-755,Convenience,East,Chicago,State Chicago,71193,CU-52694,Customer 1642,No,In-Store,Credit Card,PR-485175,Personal Care,Toiletries,Toiletries Item 456,9,141.85,1276.65,0.05,31.63,Supplier C
OR-102575,2024-04-28,2024-05-02,ST-136,Supercenter,North,San Diego,State San,69711,CU-76980,Customer 1927,No,In-Store,Credit Card,PR-632081,Pharmacy,First Aid,First Aid Item 299,9,46.09,414.81,0.0,91.28,Supplier C
OR-102576,2024-09-30,2024-10-06,ST-691,Supercenter,South,San Diego,State San,87145,CU-42898,Customer 400,No,In-Store,Debit Card,PR-807528,Pharmacy,OTC Medicines,OTC Medicines Item 283,6,25.29,151.74,0.0,28.97,Supplier C
OR-102577,2023-01-12,2023-01-18,ST-538,Express,South,Chicago,State Chicago,17892,CU-37994,Customer 855,No,In-Store,Cash,PR-848119,Electronics,Small Appliances,Small Appliances Item 199,1,48.55,48.55,0.0,5.35,Local Farm
OR-102578,2023-11-14,2023-11-20,ST-541,Supercenter,South,San Diego,State San,76836,CU-85732,Customer 1252,Yes,In-Store,Debit Card,PR-861587,Personal Care,Skincare,Skincare Item 42,2,147.63,295.26,0.2,54.37,Supplier B
OR-102579,2023-06-16,2023-06-21,ST-119,Supercenter,South,Houston,State Houston,65671,CU-95809,Customer 777,No,In-Store,Credit Card,PR-253679,Groceries,Beverages,Beverages Item 237,9,41.2,370.8,0.0,64.73,Supplier A
OR-102580,2023-08-24,2023-08-24,ST-700,Neighborhood,West,Philadelphia,State Philadelphia,98238,CU-94328,Customer 868,No,In-Store,Credit Card,PR-643523,Household,Paper Products,Paper Products Item 43,6,38.21,229.26,0.05,20.24,Supplier B
OR-102581,2024-02-28,2024-02-28,ST-946,Supercenter,North,Los Angeles,State Los,41143,CU-76162,Customer 1357,No,In-Store,Mobile Wallet,PR-538794,Electronics,Gadgets,Gadgets Item 221,5,83.77,418.85,0.0,40.49,Supplier B
OR-102582,2024-03-18,2024-03-23,ST-638,Neighborhood,South,Houston,State Houston,25064,CU-19033,Customer 635,No,In-Store,Cash,PR-485836,Pharmacy,Vitamins,Vitamins Item 236,8,46.31,370.48,0.05,78.32,Supplier B
OR-102583,2024-01-24,2024-01-28,ST-236,Convenience,Central,San Antonio,State San,72060,CU-11225,Customer 893,Yes,In-Store,Cash,PR-218014,Groceries,Dairy,Dairy Item 461,6,136.74,820.44,0.0,169.59,Supplier A
OR-102584,2023-07-18,2023-07-22,ST-912,Supercenter,North,Phoenix,State Phoenix,93308,CU-51143,Customer 838,Yes,In-Store,Debit Card,PR-117841,Electronics,Gadgets,Gadgets Item 33,1,40.06,40.06,0.0,7.87,Supplier C
OR-102585,2023-05-29,2023-05-29,ST-383,Supercenter,South,New York,State New,65242,CU-52028,Customer 284,No,Online,Mobile Wallet,PR-922688,Household,Cookware,Cookware Item 322,5,135.84,679.2,0.0,123.47,Supplier C
OR-102586,2024-01-05,2024-01-07,ST-241,Supercenter,North,New York,State New,12864,CU-91870,Customer 1122,No,In-Store,Credit Card,PR-639614,Personal Care,Oral Care,Oral Care Item 109,7,145.08,1015.56,0.0,139.57,Local Farm
OR-102587,2023-01-10,2023-01-16,ST-543,Supercenter,West,Los Angeles,State Los,93482,CU-80660,Customer 890,No,In-Store,Debit Card,PR-210994,Pharmacy,OTC Medicines,OTC Medicines Item 123,3,1.5,4.5,0.0,0.36,Distributor X
OR-102588,2024-08-11,2024-08-12,ST-979,Express,South,San Diego,State San,19106,CU-83938,Customer 864,Yes,In-Store,Credit Card,PR-856962,Pharmacy,First Aid,First Aid Item 102,2,16.38,32.76,0.2,4.2,Supplier B
OR-102589,2023-11-19,2023-11-20,ST-308,Express,East,Los Angeles,State Los,65094,CU-60224,Customer 1560,No,In-Store,Cash,PR-619848,Pharmacy,OTC Medicines,OTC Medicines Item 261,5,135.6,678.0,0.0,98.57,Supplier A
OR-102590,2023-05-20,2023-05-22,ST-583,Convenience,West,Houston,State Houston,17159,CU-29435,Customer 784,No,In-Store,Credit Card,PR-800489,Household,Plasticware,Plasticware Item 108,9,60.61,545.49,0.0,14.21,Supplier B
OR-102591,2023-04-02,2023-04-07,ST-627,Supercenter,West,Houston,State Houston,33943,CU-76346,Customer 56,Yes,In-Store,Debit Card,PR-870981,Pharmacy,OTC Medicines,OTC Medicines Item 321,4,126.07,504.28,0.0,28.97,Local Farm
OR-102592,2024-04-10,2024-04-10,ST-902,Supercenter,West,Philadelphia,State Philadelphia,14561,CU-51312,Customer 1975,Yes,Online,Cash,PR-953363,Electronics,Batteries,Batteries Item 265,5,61.47,307.35,0.1,31.98,Supplier A
OR-102593,2023-10-23,2023-10-28,ST-840,Express,East,Philadelphia,State Philadelphia,26365,CU-78163,Customer 1017,No,In-Store,Credit Card,PR-876194,Groceries,Fresh Produce,Fresh Produce Item 440,7,14.33,100.31,0.0,24.37,Local Farm
